sample_id,layer,grid_h,grid_w,bbox,ratio,attention_difference,target_coverage,target_center_hit,center_distance,prediction,answer,correct,raw_response,elapsed_s
synthetic/001_small_clear,9,12,20,608 138 832 362,1.0,0.203855923,0.000000000,0,0.338544679,TICK,HCKX,0,TICK,0.206992
synthetic/001_small_clear,10,12,20,1008 387 1232 611,1.0,0.322635325,0.000000000,0,0.136037937,LTZR,HCKX,0,LTZR,0.222144
synthetic/001_small_clear,11,12,20,1008 721 1232 945,1.0,3.563779016,1.000000000,1,0.041382363,HCKX,HCKX,1,HCKX,0.203097
synthetic/001_small_clear,12,12,20,288 721 512 945,1.0,1.207222065,0.000000000,0,0.378797810,ZV6T,HCKX,0,ZV6T,0.207219
synthetic/001_small_clear,13,12,20,288 554 512 778,1.0,10.939989805,0.000000000,0,0.379540119,ZV6T,HCKX,0,ZV6T,0.222831
synthetic/001_small_clear,14,12,20,1008 721 1232 945,1.0,3.363765903,1.000000000,1,0.041382363,HCKX,HCKX,1,HCKX,0.235414
synthetic/001_small_clear,15,12,20,1008 721 1232 945,1.0,1.466291385,1.000000000,1,0.041382363,HCKX,HCKX,1,HCKX,0.208431
synthetic/001_small_clear,16,12,20,1008 721 1232 945,1.0,21.738981708,1.000000000,1,0.041382363,HCKX,HCKX,1,HCKX,0.211252
synthetic/001_small_clear,17,12,20,928 638 1152 862,1.0,48.586606497,1.000000000,1,0.037478458,HCKX,HCKX,1,HCKX,0.209275
synthetic/001_small_clear,18,12,20,1008 638 1232 862,1.0,37.784595550,1.000000000,1,0.005817930,HCKX,HCKX,1,HCKX,0.196274
synthetic/001_small_clear,19,12,20,928 638 1152 862,1.0,87.314904197,1.000000000,1,0.037478458,HCKX,HCKX,1,HCKX,0.204843
synthetic/001_small_clear,20,12,20,1008 638 1232 862,1.0,69.951572123,1.000000000,1,0.005817930,HCKX,HCKX,1,HCKX,0.210485
synthetic/001_small_clear,21,12,20,928 638 1152 862,1.0,41.006641633,1.000000000,1,0.037478458,HCKX,HCKX,1,HCKX,0.225674
synthetic/001_small_clear,22,12,20,1008 638 1232 862,1.0,34.660615101,1.000000000,1,0.005817930,HCKX,HCKX,1,HCKX,0.191337
synthetic/001_small_clear,23,12,20,1008 638 1232 862,1.0,71.269252902,1.000000000,1,0.005817930,HCKX,HCKX,1,HCKX,0.213317
synthetic/001_small_clear,24,12,20,1008 638 1232 862,1.0,43.417553989,1.000000000,1,0.005817930,HCKX,HCKX,1,HCKX,0.205888
synthetic/001_small_clear,25,12,20,1008 638 1232 862,1.0,36.938909974,1.000000000,1,0.005817930,HCKX,HCKX,1,HCKX,0.208983
synthetic/001_small_clear,26,12,20,1008 638 1232 862,1.0,25.766446432,1.000000000,1,0.005817930,HCKX,HCKX,1,HCKX,0.214937
synthetic/001_small_clear,27,12,20,1008 387 1232 611,1.0,0.892931832,0.000000000,0,0.136037937,LTZR,HCKX,0,LTZR,0.196776
synthetic/001_tiny_clear,0,12,20,1008 387 1232 611,1.0,0.381718150,0.000000000,0,0.136037937,LTZR,HCKX,0,LTZR,0.179560
synthetic/001_tiny_clear,1,12,20,688 471 912 695,1.0,0.220137738,0.000000000,0,0.188255221,LTZR,HCKX,0,LTZR,0.196774
synthetic/001_tiny_clear,2,12,20,1008 304 1232 528,1.0,0.324851842,0.000000000,0,0.180005072,LTZR,HCKX,0,LTZR,0.217076
synthetic/001_tiny_clear,3,12,20,768 554 992 778,1.0,0.161814456,0.000000000,0,0.131050745,LTZR,HCKX,0,LTZR,0.208057
synthetic/001_tiny_clear,4,12,20,1008 471 1232 695,1.0,0.133065567,0.000000000,0,0.091563357,LTZR,HCKX,0,LTZR,0.216123
synthetic/001_tiny_clear,5,12,20,1088 304 1312 528,1.0,1.096289379,0.000000000,0,0.186082092,LTZR,HCKX,0,LTZR,0.208324
synthetic/001_tiny_clear,6,12,20,1008 221 1232 445,1.0,0.565647448,0.000000000,0,0.223981151,LTZR,HCKX,0,LTZR,0.231248
synthetic/001_tiny_clear,7,12,20,1008 138 1232 362,1.0,0.227232901,0.000000000,0,0.267961772,LTZR,HCKX,0,LTZR,0.227587
synthetic/001_tiny_clear,8,12,20,288 221 512 445,1.0,0.325139904,0.000000000,0,0.438112813,LTZR,HCKX,0,LTZR,0.211484
synthetic/001_tiny_clear,9,12,20,288 221 512 445,1.0,0.110074455,0.000000000,0,0.438112813,LTZR,HCKX,0,LTZR,0.190820
synthetic/001_tiny_clear,10,12,20,928 387 1152 611,1.0,0.287067943,0.000000000,0,0.140986193,LTZR,HCKX,0,LTZR,0.217750
synthetic/001_tiny_clear,11,12,20,1008 721 1232 945,1.0,2.943140431,1.000000000,1,0.041382363,HCKX,HCKX,1,HCKX,0.254348
synthetic/001_tiny_clear,12,12,20,288 721 512 945,1.0,1.127921107,0.000000000,0,0.378797810,LTZR,HCKX,0,LTZR,0.195919
synthetic/001_tiny_clear,13,12,20,1008 776 1232 1000,1.0,17.359176100,0.000000000,0,0.070405128,LTZR,HCKX,0,LTZR,0.185715
synthetic/001_tiny_clear,14,12,20,288 638 512 862,1.0,2.643109725,0.000000000,0,0.376575529,ZV6T,HCKX,0,ZV6T,0.226789
synthetic/001_tiny_clear,15,12,20,1008 721 1232 945,1.0,1.537429468,1.000000000,1,0.041382363,HCKX,HCKX,1,HCKX,0.213145
synthetic/001_tiny_clear,16,12,20,1328 387 1552 611,1.0,33.489983543,0.000000000,0,0.221310258,LTZR,HCKX,0,LTZR,0.195460
synthetic/001_tiny_clear,17,12,20,1008 721 1232 945,1.0,64.767995691,1.000000000,1,0.041382363,HCKX,HCKX,1,HCKX,0.221042
synthetic/001_tiny_clear,18,12,20,928 638 1152 862,1.0,43.700521042,1.000000000,1,0.037478458,HCKX,HCKX,1,HCkX,0.190056
synthetic/001_tiny_clear,19,12,20,1008 721 1232 945,1.0,118.710814430,1.000000000,1,0.041382363,HCKX,HCKX,1,HCKX,0.210241
synthetic/001_tiny_clear,20,12,20,928 638 1152 862,1.0,168.692927929,1.000000000,1,0.037478458,HCKX,HCKX,1,HCkX,0.207625
synthetic/001_tiny_clear,21,12,20,928 638 1152 862,1.0,67.082763842,1.000000000,1,0.037478458,HCKX,HCKX,1,HCkX,0.211982
synthetic/001_tiny_clear,22,12,20,1008 721 1232 945,1.0,21.383286491,1.000000000,1,0.041382363,HCKX,HCKX,1,HCKX,0.201583
synthetic/001_tiny_clear,23,12,20,1008 721 1232 945,1.0,102.567996025,1.000000000,1,0.041382363,HCKX,HCKX,1,HCKX,0.198579
synthetic/001_tiny_clear,24,12,20,1008 721 1232 945,1.0,82.741939276,1.000000000,1,0.041382363,HCKX,HCKX,1,HCKX,0.217309
synthetic/001_tiny_clear,25,12,20,1008 721 1232 945,1.0,77.120676771,1.000000000,1,0.041382363,HCKX,HCKX,1,HCKX,0.222925
synthetic/001_tiny_clear,26,12,20,1008 721 1232 945,1.0,41.499397460,1.000000000,1,0.041382363,HCKX,HCKX,1,HCKX,0.207225
synthetic/001_tiny_clear,27,12,20,928 387 1152 611,1.0,1.065456527,0.000000000,0,0.140986193,LTZR,HCKX,0,LTZR,0.196581
synthetic/008_large_clear,0,12,20,1008 387 1232 611,1.0,0.294259726,0.000000000,0,0.272324833,ZBVG,ZBVG,1,ZBVG,0.191464
synthetic/008_large_clear,1,12,20,848 387 1072 611,1.0,0.121230512,0.000000000,0,0.188557877,ZBVG,ZBVG,1,ZBVG,0.234008
synthetic/008_large_clear,2,12,20,928 387 1152 611,1.0,0.772073921,0.000000000,0,0.230346893,ZBVG,ZBVG,1,ZBVG,0.211138
synthetic/008_large_clear,3,12,20,928 471 1152 695,1.0,0.188043096,0.000000000,0,0.227823421,ZBVG,ZBVG,1,ZBVG,0.212829
synthetic/008_large_clear,4,12,20,368 471 592 695,1.0,0.254734598,0.412322275,0,0.069783976,ZBVG,ZBVG,1,ZBVG,0.263023
synthetic/008_large_clear,5,12,20,1008 304 1232 528,1.0,1.463734423,0.000000000,0,0.281419206,ZBVG,ZBVG,1,ZBVG,0.248167
synthetic/008_large_clear,6,12,20,448 221 672 445,1.0,0.569328699,0.000000000,0,0.126097987,ZBVG,ZBVG,1,ZBVG,0.252259
synthetic/008_large_clear,7,12,20,928 138 1152 362,1.0,0.446835541,0.000000000,0,0.282450403,ZBVG,ZBVG,1,ZBVG,0.242559
synthetic/008_large_clear,8,12,20,368 471 592 695,1.0,0.281665386,0.412322275,0,0.069783976,ZBVG,ZBVG,1,ZBVG,0.250262
synthetic/008_large_clear,9,12,20,928 138 1152 362,1.0,0.255023435,0.000000000,0,0.282450403,ZBVG,ZBVG,1,ZBVG,0.253881
synthetic/008_large_clear,10,12,20,848 387 1072 611,1.0,0.441724495,0.000000000,0,0.188557877,ZBVG,ZBVG,1,ZBVG,0.226354
synthetic/008_large_clear,11,12,20,368 471 592 695,1.0,3.731739215,0.412322275,0,0.069783976,ZBVG,ZBVG,1,ZBVG,0.239166
synthetic/008_large_clear,12,12,20,208 304 432 528,1.0,0.581520766,0.000000000,0,0.173156826,ZBVG,ZBVG,1,ZBVG,0.238442
synthetic/008_large_clear,13,12,20,528 54 752 278,1.0,19.854251890,0.000000000,0,0.212311053,ZBVG,ZBVG,1,ZBVG,0.244762
synthetic/008_large_clear,14,12,20,368 471 592 695,1.0,3.502612319,0.412322275,0,0.069783976,ZBVG,ZBVG,1,ZBVG,0.253823
synthetic/008_large_clear,15,12,20,1328 471 1552 695,1.0,2.792404435,0.000000000,0,0.439731947,ZBVG,ZBVG,1,ZBVG,0.213977
synthetic/008_large_clear,16,12,20,448 471 672 695,1.0,47.012391135,0.791469194,1,0.028326448,ZBVG,ZBVG,1,ZBVG,0.204698
synthetic/008_large_clear,17,12,20,528 471 752 695,1.0,31.081488380,0.890995261,1,0.018179041,ZBVG,ZBVG,1,ZBVG,0.268096
synthetic/008_large_clear,18,12,20,528 471 752 695,1.0,36.596200284,0.890995261,1,0.018179041,ZBVG,ZBVG,1,ZBVG,0.218834
synthetic/008_large_clear,19,12,20,448 471 672 695,1.0,118.472224056,0.791469194,1,0.028326448,ZBVG,ZBVG,1,ZBVG,0.230553
synthetic/008_large_clear,20,12,20,448 471 672 695,1.0,108.188325199,0.791469194,1,0.028326448,ZBVG,ZBVG,1,ZBVG,0.246098
synthetic/008_large_clear,21,12,20,448 471 672 695,1.0,72.458680695,0.791469194,1,0.028326448,ZBVG,ZBVG,1,ZBVG,0.223441
synthetic/008_large_clear,22,12,20,448 471 672 695,1.0,58.206857191,0.791469194,1,0.028326448,ZBVG,ZBVG,1,ZBVG,0.236294
synthetic/008_large_clear,23,12,20,448 471 672 695,1.0,146.601459055,0.791469194,1,0.028326448,ZBVG,ZBVG,1,ZBVG,0.234466
synthetic/008_large_clear,24,12,20,448 471 672 695,1.0,221.143567229,0.791469194,1,0.028326448,ZBVG,ZBVG,1,ZBVG,0.231428
synthetic/008_large_clear,25,12,20,448 471 672 695,1.0,82.875014730,0.791469194,1,0.028326448,ZBVG,ZBVG,1,ZBVG,0.221142
synthetic/008_large_clear,26,12,20,528 471 752 695,1.0,43.550641568,0.890995261,1,0.018179041,ZBVG,ZBVG,1,ZBVG,0.223327
synthetic/008_large_clear,27,12,20,1248 387 1472 611,1.0,1.869596216,0.000000000,0,0.398794708,ZBVG,ZBVG,1,ZBVG,0.230674
synthetic/009_large_clear,0,12,20,1008 387 1232 611,1.0,0.211626094,0.000000000,0,0.132247746,WPH9,WPH9,1,WPH9,0.219606
synthetic/009_large_clear,1,12,20,848 138 1072 362,1.0,0.282597824,0.000000000,0,0.270216569,WPH9,WPH9,1,WPH9,0.272751
synthetic/009_large_clear,2,12,20,1088 304 1312 528,1.0,0.427416624,0.018630495,0,0.116250529,WPH9,WPH9,1,WPH9,0.245859
synthetic/009_large_clear,3,12,20,1328 0 1552 224,1.0,0.079458058,0.000000000,0,0.244019766,WPH9,WPH9,1,WPH9,0.237880
synthetic/009_large_clear,4,12,20,928 0 1152 224,1.0,0.214205569,0.000000000,0,0.294320060,WPH9,WPH9,1,WPH9,0.252507
synthetic/009_large_clear,5,12,20,1008 221 1232 445,1.0,0.568205435,0.000000000,0,0.177289597,WPH9,WPH9,1,WPH9,0.250036
synthetic/009_large_clear,6,12,20,768 221 992 445,1.0,0.254370677,0.000000000,0,0.282910485,WPH9,WPH9,1,WPH9,0.233431
synthetic/009_large_clear,7,12,20,848 221 1072 445,1.0,0.366607759,0.000000000,0,0.245439585,WPH9,WPH9,1,WPH9,0.272003
synthetic/009_large_clear,8,12,20,848 221 1072 445,1.0,0.378557347,0.000000000,0,0.245439585,WPH9,WPH9,1,WPH9,0.269361
synthetic/009_large_clear,9,12,20,368 304 592 528,1.0,0.183134521,0.000000000,0,0.473342911,WPH9,WPH9,1,WPH9,0.248923
synthetic/009_large_clear,10,12,20,608 304 832 528,1.0,0.613727024,0.000000000,0,0.348588849,WPH9,WPH9,1,WPH9,0.271460
synthetic/009_large_clear,11,12,20,1168 471 1392 695,1.0,3.338055579,0.649289100,1,0.043661427,WPH9,WPH9,1,WPH9,0.254697
synthetic/009_large_clear,12,12,20,448 304 672 528,1.0,1.473874108,0.000000000,0,0.431599618,WPH9,WPH9,1,WPH9,0.267462
synthetic/009_large_clear,13,12,20,1248 721 1472 945,1.0,25.119807677,0.000000000,0,0.141774964,WPH9,WPH9,1,WPH9,0.257148
synthetic/009_large_clear,14,12,20,1168 471 1392 695,1.0,3.345250762,0.649289100,1,0.043661427,WPH9,WPH9,1,WPH9,0.255150
synthetic/009_large_clear,15,12,20,1248 721 1472 945,1.0,2.296642661,0.000000000,0,0.141774964,WPH9,WPH9,1,WPH9,0.248369
synthetic/009_large_clear,16,12,20,1248 471 1472 695,1.0,84.143402866,1.000000000,1,0.009278766,WPH9,WPH9,1,WPH9,0.234182
synthetic/009_large_clear,17,12,20,1248 471 1472 695,1.0,39.080583230,1.000000000,1,0.009278766,WPH9,WPH9,1,WPH9,0.230534
synthetic/009_large_clear,18,12,20,1248 471 1472 695,1.0,53.467267259,1.000000000,1,0.009278766,WPH9,WPH9,1,WPH9,0.244816
synthetic/009_large_clear,19,12,20,1248 471 1472 695,1.0,198.900288631,1.000000000,1,0.009278766,WPH9,WPH9,1,WPH9,0.228644
synthetic/009_large_clear,20,12,20,1248 471 1472 695,1.0,101.047233314,1.000000000,1,0.009278766,WPH9,WPH9,1,WPH9,0.234930
synthetic/009_large_clear,21,12,20,1248 471 1472 695,1.0,31.539009539,1.000000000,1,0.009278766,WPH9,WPH9,1,WPH9,0.240493
synthetic/009_large_clear,22,12,20,1248 471 1472 695,1.0,30.337363914,1.000000000,1,0.009278766,WPH9,WPH9,1,WPH9,0.234706
synthetic/009_large_clear,23,12,20,1248 471 1472 695,1.0,94.703847517,1.000000000,1,0.009278766,WPH9,WPH9,1,WPH9,0.231406
synthetic/009_large_clear,24,12,20,1248 471 1472 695,1.0,163.803105745,1.000000000,1,0.009278766,WPH9,WPH9,1,WPH9,0.230923
synthetic/009_large_clear,25,12,20,1248 471 1472 695,1.0,102.967609583,1.000000000,1,0.009278766,WPH9,WPH9,1,WPH9,0.245407
synthetic/009_large_clear,26,12,20,1248 471 1472 695,1.0,62.911032661,1.000000000,1,0.009278766,WPH9,WPH9,1,WPH9,0.258090
synthetic/009_large_clear,27,12,20,448 554 672 778,1.0,1.334033221,0.000000000,0,0.427594690,WPH9,WPH9,1,WPH9,0.237890
synthetic/016_small_low_contrast,0,12,20,1008 387 1232 611,1.0,0.364340488,0.000000000,0,0.552034669,VXP4,9RMY,0,VXP4,0.219509
synthetic/016_small_low_contrast,1,12,20,848 554 1072 778,1.0,0.106625057,0.000000000,0,0.452725982,QUFD,9RMY,0,QUFD,0.260719
synthetic/016_small_low_contrast,2,12,20,1008 471 1232 695,1.0,0.608220802,0.000000000,0,0.542788912,VXP4,9RMY,0,VXP4,0.278115
synthetic/016_small_low_contrast,3,12,20,1088 471 1312 695,1.0,0.171713403,0.000000000,0,0.584626670,1111,9RMY,0,1111,0.253008
synthetic/016_small_low_contrast,4,12,20,1168 0 1392 224,1.0,0.216878078,0.000000000,0,0.707468684,1111,9RMY,0,1111,0.264191
synthetic/016_small_low_contrast,5,12,20,1008 387 1232 611,1.0,1.301386599,0.000000000,0,0.552034669,VXP4,9RMY,0,VXP4,0.244476
synthetic/016_small_low_contrast,6,12,20,1088 304 1312 528,1.0,0.378141003,0.000000000,0,0.604819246,VXP4,9RMY,0,VXP4,0.256947
synthetic/016_small_low_contrast,7,12,20,1008 138 1232 362,1.0,0.252698110,0.000000000,0,0.598363991,VXP4,9RMY,0,VXP4,0.240310
synthetic/016_small_low_contrast,8,12,20,48 638 272 862,1.0,0.282848456,1.000000000,1,0.026396395,9RMY,9RMY,1,9RMY,0.252335
synthetic/016_small_low_contrast,9,12,20,1008 304 1232 528,1.0,0.101841525,0.000000000,0,0.564480098,VXP4,9RMY,0,VXP4,0.255307
synthetic/016_small_low_contrast,10,12,20,1376 304 1600 528,1.0,0.678944980,0.000000000,0,0.751920108,VXP4,9RMY,0,VXP4,0.236300
synthetic/016_small_low_contrast,11,12,20,0 638 224 862,1.0,3.354446975,1.000000000,1,0.003021459,9RMY,9RMY,1,9RMY,0.247417
synthetic/016_small_low_contrast,12,12,20,1328 304 1552 528,1.0,0.566659339,0.000000000,0,0.727244781,VXP4,9RMY,0,VXP4,0.272020
synthetic/016_small_low_contrast,13,12,20,1328 471 1552 695,1.0,10.486061426,0.000000000,0,0.710539932,1111,9RMY,0,1111,0.229393
synthetic/016_small_low_contrast,14,12,20,0 638 224 862,1.0,2.401936897,1.000000000,1,0.003021459,9RMY,9RMY,1,9RMY,0.231741
synthetic/016_small_low_contrast,15,12,20,1328 471 1552 695,1.0,1.295222945,0.000000000,0,0.710539932,1111,9RMY,0,1111,0.236914
synthetic/016_small_low_contrast,16,12,20,1248 387 1472 611,1.0,5.576957170,0.000000000,0,0.676043201,VXP4,9RMY,0,VXP4,0.266107
synthetic/016_small_low_contrast,17,12,20,0 638 224 862,1.0,102.651188412,1.000000000,1,0.003021459,9RMY,9RMY,1,9RMY,0.309269
